id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
1828,382,12,وَيُؤۡتُواْ,Wayu'tū,And to give,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:49.732935+00,"{""form"":""4"",""mood"":""subjunctive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:أتي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1829,382,13,ٱلزَّكَوٰةَۚ,Lzakata,The zakah,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:49.775032+00,"{""case"":""accusative"",""features"":[""root:زكو"",""accusative""],""part_of_speech"":""Noun""}"
1830,382,14,وَذَٰلِكَ,Wadhālika,And that,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:49.817794+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
1831,382,15,دِينُ,Dīnu,Religion,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:49.862861+00,"{""case"":""nominative"",""features"":[""root:دين"",""nominative""],""part_of_speech"":""Noun""}"
1832,382,16,ٱلۡقَيِّمَةِ,Lqayimati,The correct,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:49.910118+00,"{""case"":""genitive"",""features"":[""root:قوم"",""genitive""],""part_of_speech"":""Noun""}"
1833,383,1,إِنَّ,Inna,Indeed,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.057594+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
1834,383,2,ٱلَّذِينَ,Alladhīna,Those who,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.106879+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
1835,383,3,كَفَرُواْ,Kafarū,Disbelieve,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.155714+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:كفر""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1836,383,4,مِنۡ,Min,From,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.210627+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
1837,383,5,أَهۡلِ,Ahli,People,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.261769+00,"{""case"":""genitive"",""features"":[""root:أهل"",""genitive""],""part_of_speech"":""Noun""}"
1838,383,6,ٱلۡكِتَٰبِ,Lkitābi,The Book,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.327916+00,"{""case"":""genitive"",""features"":[""root:كتب"",""genitive""],""part_of_speech"":""Noun""}"
1839,383,7,وَٱلۡمُشۡرِكِينَ,Walmush'rikīna,And the polytheists,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.386988+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:شرك"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
1840,383,8,فِي,Fī,In,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.432739+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
1841,383,9,نَارِ,Nāri,Fire,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.487827+00,"{""case"":""genitive"",""features"":[""root:نور"",""genitive""],""part_of_speech"":""Noun""}"
1842,383,10,جَهَنَّمَ,Jahannama,Hell,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.581199+00,"{""case"":""genitive"",""features"":[""genitive""],""part_of_speech"":""Noun""}"
1843,383,11,خَٰلِدِينَ,Khālidīna,Abiding eternally,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.62525+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:خلد"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
1844,383,12,فِيهَآۚ,Fīhā,Therein,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.67555+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
1845,383,13,أُوْلَـٰٓئِكَ,Ulāika,Those,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.71356+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
1846,383,14,هُمۡ,Hum,They,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.759975+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
1847,383,15,شَرُّ,Sharru,Worst,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.79914+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:شرر"",""masculine singular"",""nominative""],""part_of_speech"":""Noun""}"
1848,383,16,ٱلۡبَرِيَّةِ,Lbariyati,The creatures,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.842266+00,"{""case"":""genitive"",""features"":[""root:برأ"",""genitive""],""part_of_speech"":""Noun""}"
1849,384,1,إِنَّ,Inna,Indeed,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:50.98557+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
1850,384,2,ٱلَّذِينَ,Alladhīna,Those who,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.030024+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
1851,384,3,ءَامَنُواْ,Āmanū,Believe,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.077929+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:أمن""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1852,384,4,وَعَمِلُواْ,Waʿamilū,And do,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.121343+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:عمل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1853,384,5,ٱلصَّـٰلِحَٰتِ,Lṣāliḥāti,Righteous deeds,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.173209+00,"{""case"":""accusative"",""gender"":""feminine"",""number"":""plural"",""features"":[""root:صلح"",""feminine plural"",""accusative""],""part_of_speech"":""Noun""}"
1854,384,6,أُوْلَـٰٓئِكَ,Ulāika,Those,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.221053+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
1855,384,7,هُمۡ,Hum,They,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.267912+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
1856,384,8,خَيۡرُ,Khayru,Best,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.332113+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:خير"",""masculine singular"",""nominative""],""part_of_speech"":""Noun""}"
1857,384,9,ٱلۡبَرِيَّةِ,Lbariyati,The creatures,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.389429+00,"{""case"":""genitive"",""features"":[""root:برأ"",""genitive""],""part_of_speech"":""Noun""}"
1858,385,1,جَزَآؤُهُمۡ,Jazāuhum,Their reward,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.517457+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:جزي""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1859,385,2,عِندَ,ʿinda,With,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.561025+00,"{""case"":""accusative"",""features"":[""root:عند"",""accusative""],""part_of_speech"":""Noun""}"
1860,385,3,رَبِّهِمۡ,Rabbihim,Their Lord,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.607045+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1861,385,4,جَنَّـٰتُ,Jannātu,Gardens,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.651557+00,"{""case"":""nominative"",""gender"":""feminine"",""number"":""plural"",""features"":[""root:جنن"",""feminine plural"",""nominative""],""part_of_speech"":""Noun""}"
1862,385,5,عَدۡنٖ,ʿadnin,Eternity,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.692763+00,"{""case"":""genitive"",""features"":[""genitive""],""part_of_speech"":""Noun""}"
1863,385,6,تَجۡرِي,Tajrī,Flow,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.735634+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:جري"",""feminine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
1864,385,7,مِن,Min,From,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.781424+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
1865,385,8,تَحۡتِهَا,Taḥtihā,Underneath them,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.82936+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:تحت""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
1866,385,9,ٱلۡأَنۡهَٰرُ,Lanhāru,The rivers,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.876728+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:نهر"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
1867,385,10,خَٰلِدِينَ,Khālidīna,Will abide,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.926549+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:خلد"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
1868,385,11,فِيهَآ,Fīhā,Therein,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:51.972705+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
1869,385,12,أَبَدٗاۖ,Abadan,Forever,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.018863+00,"{""case"":""accusative"",""features"":[""root:أبد"",""accusative""],""part_of_speech"":""Noun""}"
1870,385,13,رَّضِيَ,Raḍiya,Pleased,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.064851+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:رضو"",""masculine singular""],""part_of_speech"":""Verb""}"
1871,385,14,ٱللَّهُ,Llahu,Allah,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.111496+00,"{""case"":""nominative"",""features"":[""root:أله"",""nominative""],""part_of_speech"":""Noun""}"
1872,385,15,عَنۡهُمۡ,ʿanhum,With them,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.160964+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
1873,385,16,وَرَضُواْ,Waraḍū,And they  pleased,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.220513+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:رضو""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
1874,385,17,عَنۡهُۚ,ʿanhu,With Him,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.266104+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Particle""}"
1875,385,18,ذَٰلِكَ,Dhālika,That,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.316042+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
1876,385,19,لِمَنۡ,Liman,For whoever,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.362119+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
1877,385,20,خَشِيَ,Khashiya,Feared,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.409674+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:خشي"",""masculine singular""],""part_of_speech"":""Verb""}"
1878,385,21,رَبَّهُۥ,Rabbahu,His Lord,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.451439+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
1879,386,1,إِذَا,Idhā,When,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.700439+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
1880,386,2,زُلۡزِلَتِ,Zul'zilati,Is shaken,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.753681+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:زلزل"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
1881,386,3,ٱلۡأَرۡضُ,Larḍu,The earth,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.795323+00,"{""case"":""nominative"",""features"":[""root:أرض"",""nominative""],""part_of_speech"":""Noun""}"
1882,386,4,زِلۡزَالَهَا,Zil'zālahā,Its earthquake,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.841761+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:زلزل""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
1883,387,1,وَأَخۡرَجَتِ,Waakhrajati,And brings forth,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:52.972711+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:خرج"",""feminine singular""],""part_of_speech"":""Verb""}"
1884,387,2,ٱلۡأَرۡضُ,Larḍu,The earth,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.017788+00,"{""case"":""nominative"",""features"":[""root:أرض"",""nominative""],""part_of_speech"":""Noun""}"
1885,387,3,أَثۡقَالَهَا,Athqālahā,Its burdens,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.060713+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:ثقل""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
1886,388,1,وَقَالَ,Waqāla,And says,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.205144+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:قول"",""masculine singular""],""part_of_speech"":""Verb""}"
1887,388,2,ٱلۡإِنسَٰنُ,Linsānu,Man,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.250759+00,"{""case"":""nominative"",""features"":[""root:أنس"",""nominative""],""part_of_speech"":""Noun""}"
1888,388,3,مَا,Mā,What,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.291299+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
1889,388,4,لَهَا,Lahā,With it,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.335901+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
1890,389,1,يَوۡمَئِذٖ,Yawmaidhin,That Day,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.480763+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
1891,389,2,تُحَدِّثُ,Tuḥaddithu,It will report,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.53159+00,"{""form"":""2"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""second"",""features"":[""root:حدث"",""feminine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
1892,389,3,أَخۡبَارَهَا,Akhbārahā,Its news,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.579843+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:خبر""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
1893,390,1,بِأَنَّ,Bianna,Because,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.737379+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
1894,390,2,رَبَّكَ,Rabbaka,Your Lord,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.787925+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
1895,390,3,أَوۡحَىٰ,Awḥā,Inspired,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.834475+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:وحي"",""masculine singular""],""part_of_speech"":""Verb""}"
1896,390,4,لَهَا,Lahā,[to] it,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:53.890136+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
1897,391,1,يَوۡمَئِذٖ,Yawmaidhin,That Day,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:54.028104+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
1898,391,2,يَصۡدُرُ,Yaṣduru,Will proceed,2025-12-07 00:11:26.527356+00,2025-12-09 00:00:54.071474+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:صدر"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
